,mensaje,fecha,sentimiento
11314,rt is delivering results for all americans and it inspiring our future leaders to get involved in the,10-27-2018 13:46:33,1
11315,thank you charlie,10-27-2018 13:45:53,1
11316,good luck mary,10-27-2018 13:41:22,1
11317,big change is coming don want the dems anymore,10-27-2018 13:38:46,0
11318,trump thunders at media for smearing his supporters after bomb scares via,10-27-2018 13:28:56,1
11319,fantastic evening in charlotte north carolina with great patriots get out and vote for and magarally replay,10-27-2018 00:58:44,1
11320,if you meet every day with optimism if you confront every obstacle with determination if you refuse to give up if you never quit if you face every challenge with confidence and pride then there is no goal you cannot achieve and no dream beyond your reach ybls,10-26-2018 21:47:16,1
11321,it was my great honor thank you,10-26-2018 21:22:40,1
11322,whether you are african american hispanic american or any american at all you have the right to live in country that puts your needs first,10-26-2018 18:48:29,1
11323,it is my great honor to be with so many brilliant courageous patriotic and proud americans seeing all of you here today fills me with extraordinary confidence in america future each of you is taking part in the young black leadership summit because you are true leaders,10-26-2018 18:22:12,1
11324,want to applaud the fbi secret service department of justice the attorneys office for the southern district of new york the nypd and all law enforcement partners across the country for their incredible work skill and determination,10-26-2018 17:59:12,1
11325,would like to begin today remarks by providing an update on the packages and devices that have been mailed to high profile figures throughout our country and media org am pleased to inform you that law enforcement has apprehended the suspect and taken him into custody,10-26-2018 17:23:31,1
11326,will be speaking at the young black leadership summit in minutes where will address the investigation into the bomb packages,10-26-2018 15:41:19,1
11327,republicans are doing so well in early voting and at the polls and now this bomb stuff happens and the momentum greatly slows news not talking politics very unfortunate what is going on republicans go out and vote,10-26-2018 14:19:39,0
11328,twitter has removed many people from my account and more importantly they have seemingly done something that makes it much harder to join they have stifled growth to point where it is obvious to all few weeks ago it was rocket ship now it is blimp total bias,10-26-2018 14:05:49,0
11329,the united states has been spending billions of dollars year on illegal immigration this will not continue democrats must give us the votes to pass strong but fair laws if not we will be forced to play much tougher hand,10-26-2018 13:55:48,0
11330,funny how lowly rated cnn and others can criticize me at will even blaming me for the current spate of bombs and ridiculously comparing this to september th and the oklahoma city bombing yet when criticize them they go wild and scream it just not presidential,10-26-2018 07:14:39,0
11331,the service members who died that day included brave young marines just out of high school accomplished officers in the middle of their military careers and enlisted men who had served in theaters all over the world,10-25-2018 23:21:30,1
11332,in roughly marines were in beirut to keep the peace in nation torn apart by civil war terrorists had bombed the embassy earlier that year killing people including americans,10-25-2018 23:19:40,0
11333,we are gathered together on this solemn occasion to fulfill our most reverent and sacred duty years ago american service members were murdered in the terrorist attack on our marine barracks in beirut lebanon today we honor our fallen heroes,10-25-2018 23:13:53,1
11334,from maine is great congressman he is in tough fight against very liberal nancy pelosi democrat bruce has helped bring jobs back to his state and totally protects your great second amendment we need to keep bruce in washington he has my full endorsement,10-25-2018 20:39:16,1
11335,will make fantastic governor of alaska mike is for energy and jobs is tough on crime loves our vets and our great second amendment mike has my complete and total endorsement,10-25-2018 20:24:40,1
11336,is doing great job for the people of pennsylvania he is strong on the border crime the military our vets and the nd amendment lloyd has my total endorsement,10-25-2018 20:22:52,1
11337,of ohio is doing great job as your congressman already very respected in washington get out and vote for troy we need him great guy has my total endorsement,10-25-2018 19:56:00,1
11338,of pennsylvania is fantastic he is strong on the border crime the military our vets and the nd amendment he is powerful vote for maga and loves the great state of pennsylvania please get out and vote for john he has my total and very strong endorsement,10-25-2018 19:55:37,1
11339,agree with their stance and the united states is likewise taking very hard line on illegal immigration the prime minister is working very hard on the economy of italy he will be successful,10-25-2018 18:47:11,0
11340,just spoke with prime minister of italy concerning many subjects including the fact that italy is now taking very hard line on illegal immigration,10-25-2018 18:47:10,1
11341,spoke with french president this morning discussed many topics including the very exciting upcoming visit to paris where melania and will attend the armistice day centennial commemoration,10-25-2018 18:42:05,1
11342,to those in the caravan turnaround we are not letting people into the united states illegally go back to your country and if you want apply for citizenship like millions of others are doing,10-25-2018 18:31:07,1
11343,remarks by president trump on year of historic progress and action to combat the opioid crisis,10-25-2018 16:21:46,1
11344,the new york times has new fake story that now the russians and chinese glad they finally added china are listening to all of my calls on cellphones except that rarely use cellphone when do it government authorized like hard lines just more made up fake news,10-25-2018 13:57:27,1
11345,very big part of the anger we see today in our society is caused by the purposely false and inaccurate reporting of the mainstream media that refer to as fake news it has gotten so bad and hateful that it is beyond description mainstream media must clean up its act fast,10-25-2018 11:18:18,1
11346,brandon judd of the national border patrol council is right when he says on that the democrat inspired laws make it tough for us to stop people at the border must be chanded but am bringing out the military for this national emergency they will be stopped,10-25-2018 11:05:12,1
11347,the so called experts on trump over at the new york times wrote long and boring article on my cellphone usage that is so incorrect do not have time here to correct it only use government phones and have only one seldom used government cell phone story is soooo wrong,10-25-2018 10:54:42,0
11348,just leaving wisconsin and are fantastic people badly needed for our country maga,10-25-2018 01:43:41,1
11349,just arrived in wisconsin to help two great people and,10-24-2018 23:54:32,1
11350,the safety of the american people is my highest priority have just concluded briefing with the fbi department of justice department of homeland security and the secret service,10-24-2018 18:55:42,1
11351,agree wholeheartedly,10-24-2018 16:04:27,1
11352,republicans will totally protect people with pre existing conditions democrats will not vote republican,10-24-2018 12:45:10,1
11353,brian kemp will be great governor of georgia stacey abrams will destroy the state sooooo important get out and vote for brian,10-24-2018 12:35:15,1
11354,we are great sovereign nation we have strong borders and will never accept people coming into our country illegally,10-24-2018 11:56:41,1
11355,for those who want and advocate for illegal immigration just take good look at what has happened to europe over the last years total mess they only wish they had that decision to make over again,10-24-2018 11:52:29,0
11356,agree with president obama,10-23-2018 23:18:23,1
11357,rt never forgotten on oct the beirut marine barracks bombing took the lives of marines sailors and sol,10-23-2018 21:51:51,0
11358,billions of dollars are and will be coming into united states coffers because of tariffs great also for negotiations if country won give us fair trade deal we will institute tariffs on them used or not jobs and businesses will be created respected again,10-23-2018 16:43:46,1
11359,jobsnotmobs,10-23-2018 16:29:19,1
11361,congressman john faso of new york has worked hard and smart strong on crime borders and our nd amendment john is respected by all vote for john he has my complete and total endorsement,10-23-2018 15:41:03,1
11362,the people of puerto rico are wonderful but the inept politicians are trying to use the massive and ridiculously high amounts of hurricane disaster funding to pay off other obligations the will not bail out long outstanding unpaid obligations with hurricane relief money,10-23-2018 15:24:18,0
11363,jay webber of new jersey running for congress is doing great job against person who is looking to raise taxes substantially jay wants big tax cuts and changes harvard graduate and father of seven jay will be great for new jersey and get the job done and will help,10-23-2018 13:53:31,1
11364,congressman erik paulsen of the great state of minnesota has done fantastic job in cutting taxes and job killing regulations hard working and very smart keep erik in congress he has my strong endorsement,10-23-2018 04:22:03,1
11365,we send our deepest condolences to and the entire barletta family on the passing of his brother lou has been working so hard despite this terrible situation for the people of pennsylvania our thoughts and prayers are with lou and the entire barletta family,10-23-2018 02:44:52,0
11366,today democrat party would rather protect criminal aliens than american citizens which is why the democrats must be voted out of office jobsnotmobs,10-23-2018 02:30:03,1
11367,at stake in this election is whether we continue the extraordinary prosperity we have achieved or whether we let the radical democrat mob take giant wrecking ball to our country and our economy jobsnotmobs,10-23-2018 02:13:36,1
11368,we send our deepest condolences to lou and the entire barletta family he has been working so hard despite this terrible situation for the people of pennsylvania our thoughts and prayers are with you lou,10-23-2018 02:06:24,0
11369,thank you houston texas get out and jobsnotmobs,10-23-2018 01:30:28,1
11371,massive crowds inside and outside of the in houston texas landing shortly see everyone soon maga,10-22-2018 21:35:03,1
11372,let go florida,10-22-2018 19:55:58,1
11373,last day to register to vote in alabama california south dakota and wyoming jobsnotmobs,10-22-2018 19:54:04,0
11374,wow thank you houston texas am departing now see you in few hours maga,10-22-2018 19:27:20,1
11375,say of course they re low because for the first time in years am making them pay big price for doing business with america why should they like me but still like them,10-22-2018 19:18:31,1
11376,the fake news media has been talking about recent approval ratings of me by countries around the world including the european union as being very low,10-22-2018 19:18:31,1
11377,america the cleanest air in the world by far,10-22-2018 18:00:32,1
11378,shock report us paying more for illegal immigrant births than trump wall,10-22-2018 17:52:46,0
11379,big night in texas,10-22-2018 12:58:39,1
11380,guatemala honduras and el salvador were not able to do the job of stopping people from leaving their country and coming illegally to the we will now begin cutting off or substantially reducing the massive foreign aid routinely given to them,10-22-2018 12:57:48,0
11381,every time you see caravan or people illegally coming or attempting to come into our country illegally think of and blame the democrats for not giving us the votes to change our pathetic immigration laws remember the midterms so unfair to those who come in legally,10-22-2018 12:49:31,0
11382,sadly it looks like mexico police and military are unable to stop the caravan heading to the southern border of the united states criminals and unknown middle easterners are mixed in have alerted border patrol and military that this is national emergy must change laws,10-22-2018 12:37:40,0
11383,congressman tom reed of new york rd district has done great job he has my complete and total endorsement,10-22-2018 12:26:10,1
11384,ron desantis had great debate victory tonight against andrew gillum mayor who presides over one of the worst run and most corrupt cities in florida ron will build on the great job done by governor rick scott gillum will make florida the next venezuela,10-22-2018 01:49:29,1
11385,facebook has just stated that they are setting up system to purge themselves of fake news does that mean cnn will finally be put out of business,10-21-2018 22:48:55,0
11386,best jobs numbers in the history of our great country many other things likewise so why wouldn we win the midterms dems can never do even nearly as well think of what will happen to your now beautiful,10-21-2018 19:26:12,1
11387,the caravans are disgrace to the democrat party change the immigration laws now,10-21-2018 19:14:24,1
11388,full efforts are being made to stop the onslaught of illegal aliens from crossing our souther border people have to apply for asylum in mexico first and if they fail to do that the will turn them away the courts are asking the to do things that are not doable,10-21-2018 19:11:52,0
11389,watched north dakota rep kevin cramer easily win debate with senator heidi heitkamp great job kevin you will be great senator,10-21-2018 02:45:20,1
11390,all levels of government and law enforcement are watching carefully for voter fraud including during early voting cheat at your own peril violators will be subject to maximum penalties both civil and criminal,10-21-2018 00:36:13,1
11391,beautiful afternoon in elko nevada thank you get out and vote today maga jobsnotmobs,10-20-2018 20:12:52,1
11392,heading to nevada to help man who has become good friend senator dean heller he is all about maga and need his help and talent in washington also adam laxalt will be great governor and has my complete and total endorsement winners both,10-20-2018 16:30:00,1
11393,leaving arizona after fantastic rally last night in mesa honoring and for martha mcsally she is an inspiration will be great senator for the people of arizona her opponent is nancy pelosi puppet really bad for state early voting now will be back soon,10-20-2018 16:19:05,1
11394,rick scott is known as easily one of the best governors in the usa florida is setting records in almost every category of success amazing achievement the envy of the world ron desantis will build on this success his incompetent opponent will destroy florida next venezuela,10-20-2018 15:03:27,1
11395,ron desantis is working hard great congressman and top student at harvard yale ron will be record setting governor for florida rick scott gave him tremendous foundations to further build on his opponent runs one of the worst most corrupt cities in usa,10-20-2018 14:56:32,1
11396,get out and early vote for brian kemp he will be great governor for the state of georgia,10-20-2018 14:46:00,1
11397,georgia secretary of state brian kemp will be great governor he has been successful at whatever he has done and has prepared for this very difficult and complex job for many years he has my strong endorsement his opponent is totally unqualified would destroy great state,10-20-2018 14:43:02,1
11398,if the democrats would stop being obstructionists and come together we could write up and agree to new immigration laws in less than one hour look at the needless pain and suffering that they are causing look at the horrors taking place on the border chuck nancy call me,10-20-2018 14:35:39,1
11399,beautiful evening in mesa arizona with great patriots thank you magarally replay,10-20-2018 03:17:36,1
11400,this was outside of the massive totally full hangar tonight in mesa arizona maga,10-20-2018 03:13:08,1
11401,on my way see you all shortly,10-20-2018 01:23:25,1
11402,wow mesa arizona look forward to joining everyone soon something happening maga,10-20-2018 00:51:02,1
11403,this is what it is all about for the republican party jobsnotmobs,10-19-2018 23:47:06,1
11404,jobsnotmobs,10-19-2018 18:41:29,1
11405,beto rourke is total lightweight compared to ted cruz and he comes nowhere near representing the values and desires of the people of the great state of texas he will never be allowed to turn texas into venezuela,10-19-2018 17:34:07,0
11406,secretary of state mike pompeo was never given or shown transcript or video of the saudi consulate event fake news,10-19-2018 17:26:19,1
11407,when referring to the usa will always capitalize the word country,10-19-2018 14:04:45,1
11408,congressman andy biggs is doing great job for arizona and our country,10-19-2018 14:02:49,1
11409,jobsnotmobs,10-19-2018 03:23:02,1
11410,jon tester says one thing to voters and does the exact opposite in washington tester takes his orders form pelosi schumer tester wants to raise your taxes take away your open your borders and deliver mob rule retire tester elect america first patriot matt rosendale,10-19-2018 03:11:46,1
11411,thank you missoula montana get out and vote for and maga,10-19-2018 01:54:52,1
11412,the only thing keeping tester alive is he has millions and millions of dollars from outside liberals and leftists who couldn care less about our country,10-19-2018 00:11:14,0
11413,will be landing soon looking forward to seeing our next senator from montana matt rosendale he will represent our country well far better than jon tester who will vote with cryin chuck schumer and nancy pelosi never with us,10-19-2018 00:04:52,1
11414,prime minister of japan has been working with me to help balance out the one sided trade with japan these are some of the investments they are making in our country just the beginning,10-18-2018 23:49:45,1
11415,thank you mexico we look forward to working with you,10-18-2018 22:51:42,1
11416,look forward to being there something happening maga,10-18-2018 21:22:53,1
11417,can you believe this and what democrats are allowing to be done to our country,10-18-2018 20:04:03,0
11418,all republicans support people with pre existing conditions and if they don they will after speak to them am in total support also democrats will destroy your medicare and will keep it healthy and well,10-18-2018 19:43:32,1
11419,see you tonight missoula montana magarally,10-18-2018 16:46:09,1
11420,outside of the west wing after our meeting this morning in the oval office,10-18-2018 15:53:10,1
11421,the crown prince he is waiting for the results of the investigations being done by the saudis and turkey and just gave news conference to that effect,10-18-2018 15:40:23,1
11422,secretary of state mike pompeo returned last night from saudi arabia and turkey met with him this morning wherein the saudi situation was discussed in great detail including his meeting with,10-18-2018 15:40:23,1
11423,congressman is one of the hardest working and smartest people in washington he is strong on the border crime the military our vets and the nd amendment he is powerful vote for maga and loves the great state of virginia dave has my total endorsement,10-18-2018 13:28:45,1
11424,the assault on our country at our southern border including the criminal elements and drugs pouring in is far more important to me as president than trade or the usmca hopefully mexico will stop this onslaught at their northern border all democrats fault for weak laws,10-18-2018 11:45:43,0
11425,in addition to stopping all payments to these countries which seem to have almost no control over their population must in the strongest of terms ask mexico to stop this onslaught and if unable to do so will call up the military and close our southern border,10-18-2018 11:35:06,0
11426,am watching the democrat party led because they want open borders and existing weak laws assault on our country by guatemala honduras and el salvador whose leaders are doing little to stop this large flow of people including many criminals from entering mexico to,10-18-2018 11:25:54,0
11427,ever since his vicious and totally false statements about admiral ron jackson the highly respected white house doctor for obama bush me senator john tester looks to be in big trouble in the great state of montana he behaved worse than the democrat mob did with justice,10-18-2018 02:03:35,0
11428,this afternoon it was my great honor to present sergeant major john canley the medal of honor in the east room of the,10-17-2018 22:03:52,1
11429,rt live from the white house sgt maj john canley becomes the th marine to receive the medal of honor,10-17-2018 20:11:53,1
11430,congressman neal dunn of florida has done an outstanding job at everything having to do with maga now working hard on hurricane relief and rebuild strong on crime strong on borders loves our military and our vets neal has my highest endorsement,10-17-2018 19:36:08,1
11431,college educated women want safety security and healthcare protections very much along with financial and economic health for themselves and our country supply all of this far better than any democrat for decades actually that why they will be voting for me,10-17-2018 19:24:44,1
11436,president donald trump is following through on his promise to cut burdensome red tape and unleash the american economy read more,10-17-2018 17:18:53,1
11437,rt you can cast your ballot before election day in ks nc tnget out and vote,10-17-2018 17:11:48,1
11438,rt today is the last day to register to vote in massachusetts and wisconsin register today,10-17-2018 17:11:45,0
11439,republicans must make the horrendous weak and outdated immigration laws and the border part of the midterms,10-17-2018 13:48:25,0
11440,hard to believe that with thousands of people from south of the border walking unimpeded toward our country in the form of large caravans that the democrats won approve legislation that will allow laws for the protection of our country great midterm issue for republicans,10-17-2018 13:45:33,1
11441,network news gave zero coverage to the big day the stock market had yesterday,10-17-2018 12:40:15,0
11442,august job openings hit record million congratulations usa,10-17-2018 12:31:18,1
11443,ap headline was very different from my quote and meaning in the story they just can help themselves fake news,10-17-2018 12:09:52,1
11444,ted cruz has done so much for texas including massive cuts in taxes and regulations which has brought texas to the best jobs numbers in the history of the state he watches carefully over your nd amendment rourke would blow it all ted has long had my strong endorsement,10-17-2018 12:00:11,0
11445,watched the debate last night beto rourke who wants higher taxes and far more regulations is not in the same league with ted cruz what the great people of texas stand for want ted is strong on crime border nd loves our military vets low taxes beto is flake,10-17-2018 11:52:19,0
11446,trump could be the most honest president in modern history when you look at the real barometer of presidential truthfulness which is promise keeping he is probably the most honest president in american history he done exactly what he said he would do marc thiessen wpost,10-17-2018 11:30:21,1
11447,stock market up points today also great jobs numbers,10-17-2018 02:39:24,1
11448,elizabeth warren is being hammered even by the left her false claim of indian heritage is only selling to very low individuals,10-17-2018 02:36:30,0
11449,anybody entering the united states illegally will be arrested and detained prior to being sent back to their country,10-17-2018 01:24:30,0
11450,we have today informed the countries of honduras guatemala and el salvador that if they allow their citizens or others to journey through their borders and up to the united states with the intention of entering our country illegally all payments made to them will stop end,10-17-2018 01:19:20,1
11451,will be interviewed tonight by trish regan on at right after the great lou dobbs,10-16-2018 23:43:42,1
11452,rt tonight talks election in an exclusive interview with do not miss the full interview on trish,10-16-2018 23:28:44,1
11453,wow john james is making headway in michigan we are bringing jobs back to the state and the people of michigan appreciate it debbie stabenow has been no help if anything major hindrance john james is star hope the voters see it polls are tightening,10-16-2018 18:50:54,1
11454,during the call and told me that he has already started and will rapidly expand full and complete investigation into this matter answers will be forthcoming shortly,10-16-2018 18:40:19,1
11455,just spoke with the crown prince of saudi arabia who totally denied any knowledge of what took place in their turkish consulate he was with secretary of state mike pompeo,10-16-2018 18:40:18,1
11456,register to maga,10-16-2018 16:22:11,1
11457,rt,10-16-2018 16:18:08,1
11458,is it really possible that bruce ohr whose wife nellie was paid by simpson and gps fusion for work done on the fake dossier and who was used as pawn in this whole scam witch hunt is still working for the department of justice can this really be so,10-16-2018 15:26:33,0
11459,conflict between glen simpson testimony to another house panel about his contact with justice department official bruce ohr ohr was used by simpson and steele as back channel to get fake dossier to fbi simpson pleading fifth catherine herridge where is jeff sessions,10-16-2018 15:18:51,0
11460,federal judge throws out stormy danials lawsuit versus trump trump is entitled to full legal fees great now can go after horseface and her rd rate lawyer in the great state of texas she will confirm the letter she signed she knows nothing about me total con,10-16-2018 15:04:32,1
11461,incredible number just out job openings astonishing it all working stock market up big on tremendous potential of usa also strong profits we are number one in world by far,10-16-2018 14:12:06,1
11462,for the record have no financial interests in saudi arabia or russia for that matter any suggestion that have is just more fake news of which there is plenty,10-16-2018 13:15:18,1
11463,more new manufacturing jobs now than with obama,10-16-2018 13:08:24,1
11464,the united states has strongly informed the president of honduras that if the large caravan of people heading to the is not stopped and brought back to honduras no more money or aid will be given to honduras effective immediately,10-16-2018 13:05:04,0
11465,op ed praises trump administrations efforts at the border the washington examiner states finally the government has taken steps to stop releasing unaccompanied minors to criminals and traffickers this was done by the obama administration,10-16-2018 12:55:38,1
11466,thank you to the cherokee nation for revealing that elizabeth warren sometimes referred to as pocahontas is complete and total fraud,10-16-2018 12:24:51,1
11467,now that her claims of being of indian heritage have turned out to be scam and lie elizabeth warren should apologize for perpetrating this fraud against the american public harvard called her person of color amazing con and would not have taken her otherwise,10-16-2018 12:16:35,0
11468,pocahontas the bad version sometimes referred to as elizabeth warren is getting slammed she took bogus dna test and it showed that she may be far less than the average american now cherokee nation denies her dna test is useless even they don want her phony,10-16-2018 12:06:31,0
11469,together we will prevail,10-16-2018 00:26:23,1
11470,open enrollment starts today on lower priced medicare advantage plans so loved by our great seniors crazy bernie and his band of congressional dems will outlaw these plans disaster,10-15-2018 23:51:59,1
11471,rt thank you to the law enforcement first responders and state local and federal officials who are helping in recovery eff,10-15-2018 22:27:00,1
11472,rt first responders the job they ve done is incredible president said as he toured damage from hu,10-15-2018 22:03:23,1
11473,just arrived in florida also thinking about our great alabama farmers and our many friends in north and south carolina today we are with you,10-15-2018 15:45:43,1
11474,on our way to florida and georgia,10-15-2018 13:48:13,1
11475,just spoke to the king of saudi arabia who denies any knowledge of whatever may have happened to our saudi arabian citizen he said that they are working closely with turkey to find answer am immediately sending our secretary of state to meet with king,10-15-2018 12:37:05,1
11476,will be leaving for florida and georgia with the first lady to tour the hurricane damage and visit with fema first responders and law enforcement maximum effort is taking place everyone is working very hard worst hit in years,10-15-2018 12:25:13,0
11477,the crowds at my rallies are far bigger than they have ever been before including the election never an empty seat in these large venues many thousands of people watching screens outside enthusiasm spirit is through the roof something big is happening watch,10-15-2018 12:11:29,1
11478,the only way to shut down the democrats new mob rule strategy is to stop them cold at the ballot box the fight for america future is never over ben shapiro,10-15-2018 11:46:39,0
11479,rt will be interviewed on minutes tonight at after nfl game enjoy,10-14-2018 22:44:59,1
11480,thank you to nbc for the correction,10-14-2018 19:54:20,1
11481,thank you,10-14-2018 19:45:05,1
11482,rt,10-14-2018 19:44:20,1
11483,will be interviewed on minutes tonight at after nfl game enjoy,10-14-2018 19:39:16,1
11484,will be interviewed tonight by on at eastern enjoy,10-14-2018 18:06:16,1
11485,princess eugenie of york was truly beautiful bride yesterday she has been through so much and has come out total winner,10-14-2018 14:02:07,1
11486,nbc news has totally and purposely changed the point and meaning of my story about general robert lee and general ulysses grant was actually shoutout to warrior grant and the great state in which he was born as usual dishonest reporting even mainstream media embarrassed,10-14-2018 13:56:12,1
11487,congratulations to tucker carlson on the great success of his book ship of fools it just went to number one,10-14-2018 03:53:09,1
11488,big day pastor andrew brunson who could have spent years in turkish prison was returned safely home to his family today met in oval office great people then off to kentucky for rally for congressman andy barr tremendous crowd spirit just returned to white house,10-14-2018 03:42:43,1
11489,thank you kentucky maga,10-14-2018 01:16:43,1
11490,on my way to richmond kentucky for make america great again rally at pme the crowds are once again massive see everyone in couple of hours maga,10-13-2018 21:06:19,1
11491,welcome home pastor andrew brunson,10-13-2018 20:48:09,1
11493,heading to the great state of kentucky big rally for congressman andy barr fantastic guy need his vote for maga strong on crime tax cuts military vets nd his opponent will never vote for us only for pelosi andy has my strongest endorsement see you in kentucky,10-13-2018 17:52:26,1
11494,highly respected congressman keith rothfus of pennsylvania is in the fight of his life because the dems changed the district map he must win strong on crime borders big tax reg cuts military vets opponent lamb pelosi puppet weak on crime big endorsement for keith,10-13-2018 17:43:02,0
11495,from turkish prison to the white house in hours kristin fisher of very cool,10-13-2018 17:03:06,1
11496,there was no deal made with turkey for the release and return of pastor andrew brunson don make deals for hostages there was however great appreciation on behalf of the united states which will lead to good perhaps great relations between the united states turkey,10-13-2018 14:17:57,1
11497,pastor andrew brunson released by turkey will be with me in the oval office at this afternoon it will be wonderful to see and meet him he is great christian who has been through such tough experience would like to thank president for his help,10-13-2018 14:06:26,1
11498,happy rd birthday to our great navybday,10-13-2018 13:31:27,1
11499,rt don miss our great melania on tonight at pme enjoy,10-13-2018 01:17:01,0
11500,beautiful make america great again rally in lebanon ohio thank you icymi watch here,10-13-2018 00:30:16,1
11501,the great football and lacrosse player jim brown outside the west wing of the he is also tremendous man and mentor to many young people,10/12/2018 22:14,1
11503,rt,10/12/2018 21:30,1
11504,happy nationalfarmersday with the recent usmca our great farmers will do better than ever before,10/12/2018 19:37,1
11505,don miss our great melania on tonight at pme enjoy,10/12/2018 19:10,0
11506,people have no idea how hard hurricane michael has hit the great state of georgia will be visiting both florida and georgia early next week we are working very hard on every area and every state that was hit we are with you,10/12/2018 18:09,0
11507,promises made promises kept,10/12/2018 16:43,1
11508,register to vote,10/12/2018 15:57,1
11509,pastor brunson just released will be home soon,10/12/2018 14:26,1
11510,my thoughts and prayers are with pastor brunson and we hope to have him safely back home soon,10/12/2018 13:59,1
11511,so nice everyone wants ivanka trump to be the new united nations ambassador she would be incredible but can already hear the chants of nepotism we have great people that want the job,10/12/2018 13:54,1
11512,working very hard on pastor brunson,10/12/2018 13:42,0
11513,rt there are serious communication issues in the panhandle after hurricanemichael if you are worried about someone visit https,10/11/2018 22:49,0
11514,rt president trump provides an update on the response to hurricane michael,10/11/2018 22:14,1
11515,rt moments ago president trump signed the music modernization act which will close loopholes in our digital royalty laws to,10/11/2018 17:23,1
11519,florida highway patrol troopers are all en route to the panhandle from all across the state of florida to help those affected by hurricanemichael if you see them be sure to shake their hands and say thank you lesm,10/11/2018 3:44,1
11520,thank you to and all first responders hurricanemichael,10/11/2018 1:35,1
11521,thank you jacksonville sheriff office hurricanemichael,10/11/2018 1:33,1
11522,massive overflow crowd tonight in erie pennsylvania thank you to everyone who came out and joined us together we are making america great again,10/11/2018 1:00,1
11523,thank you erie pennsylvania remember to get out and vote maga,10/11/2018 0:52,1
11524,rt it extremely important to keep sheltering in safe place and to stay aware as michael continues to move inland,10/10/2018 22:33,1
11525,rt live update and vehicles and personnel are staged and ready to,10/10/2018 22:33,1
11526,rt earlier today president joined by homeland security listens as briefs reporters,10/10/2018 21:05,1
11527,couldn let these great people down they have been lined up since last night see you soon pennsylvania,10/10/2018 21:01,1
11528,departing the for erie pennsylvania cannot disappoint the thousands of people that are there and the thousands that are going look forward to seeing everyone this evening,10/10/2018 19:52,1
11529,rt democrats want to outlaw private health care plans taking away freedom to choose plans while letting anyo,10/10/2018 17:39,0
11530,rt hurricanemichael is here but so are we stay safe florida floridafirst flngalwaysthere,10/10/2018 16:52,1
11531,rt all my friends in missouri today is your last chance to register to vote this november it is very easy to do simply go,10/10/2018 16:43,1
11532,we are with you florida co hvvhsmbg,10/10/2018 16:05,1
11533,despite so many positive events and victories media reseach center reports that of stories on donald trump are negative on abc cbs and abc it is fake news don worry the failing new york times didn even put the brett kavanaugh victory on the front page yesterday,10/10/2018 13:01,0
11534,rt destructive and life threatening storm surge event will occur along portions of the florida panhandle big bend and natur,10/10/2018 12:50,1
11535,rt due to hurricanemichael flights in your area could be delayed and possibly cancelled please continue to check the status of,10/10/2018 12:50,0
11536,rt hurricane shelter locations are accessible from hurricanemichael,10/10/2018 12:49,0
11537,rt hurricane michael in addition to the life threatening storm surge and wind impacts heavy rainfall is expected across,10/10/2018 12:48,1
11538,rt hurricane force winds are expected to extend well inland over portions of the florida panhandle and portions of southeast,10/10/2018 12:48,0
11539,rt storm surge warning remains in effect for much of the florida panhandle and big bend region where life threatening sto,10/10/2018 12:48,1
11540,rt nhc director ken graham will provide facebook live broadcast regarding category hurricane michael at edt,10/10/2018 12:48,1
11541,rt as hurricane michael nears land take shelter stay safe follow weather updates on your phone or radio in tornado warn,10/10/2018 12:47,1
11542,walker stapleton is running as the highly respected republican candidate for governor of the great state of colorado his credentials and talents are impeccable he has my complete and total endorsement,10/10/2018 12:47,1
11543,rt if you re in an evacuation zone am urging you to leave right now do not risk your life or the lives of your loved ones,10/10/2018 2:28,1
11544,thank you iowa nebraska vote vote vote,10/10/2018 1:23,1
11546,beautiful evening in iowa god bless the maga,10/10/2018 1:09,1
11547,rt flooding from hurricane michael will affect several states finish preparations asap and get ready to shelter in safe location,10/09/2018 22:18,1
11548,rt thank you egypt,10/09/2018 21:59,1
11549,rt thank you kenya,10/09/2018 21:59,1
11550,has been relentless in securing the funding to fix the algae problem from lake okeechobee we will solve this congress must follow through on the government plan on the everglades reservoir bill nelson has been no help,10/09/2018 21:39,0
11551,rt congratulations to our th supreme court justice brett kavanaugh scotus,10/09/2018 21:34,1
11552,president donald trump approves florida emergency declaration,10/09/2018 19:08,1
11553,register to vote,10/09/2018 16:36,1
11554,florida it is imperative that you heed the directions of your state and local officials please be prepared be careful and be safe hurricanemichael,10/09/2018 16:07,1
11555,looks to be cat which is even more intense than florence good news is the folks in the pan handle can take care of anything and first responders are ready be prepared hurricanemichael,10/09/2018 16:00,1
11556,hurricane on its way to the florida pan handle with major elements arriving tomorrow could also hit in later stage parts of georgia and unfortunately north carolina and south carolina again,10/09/2018 16:00,0
11557,big announcement with my friend ambassador nikki haley in the oval office at am,10/09/2018 14:18,1
11558,rt,10/09/2018 13:23,1
11559,will be going to iowa tonight for rally and more the farmers and all are very happy with usmca,10/09/2018 13:10,1
11560,great evening last night at the white house honoring justice kavanaugh and family our country is very proud of them,10/09/2018 12:37,1
11561,the paid protesters are now ready to really protest because they haven gotten their checks in other words they weren paid screamers in congress and outside were far too obvious less professional than anticipated by those paying or not paying the bills,10/09/2018 12:32,0
11562,rt am intermediate advisory from upgrades hurricanemichael into category hurricane keep in mind wind,10/09/2018 12:19,1
11563,rt if you re told to evacuate for hurricane michael do not delay leave as soon as possible listen to and local offici,10/09/2018 12:18,1
